N,P,K,temperature,humidity,ph,rainfall,moisture,Organic_Carbon,Electrical_Conductivity,Soil_Type,Recommended_Fertilizer
122,60,107,23.57,63.86,7.67,1395.54,25.29,0.42,2.95,Clay,Compost
130,41,111,24.09,77.28,4.84,324.77,30.42,0.62,0.77,Silt,Compost
89,11,86,20.89,30.33,5.23,1256.57,25.08,0.29,2.7,Silt,DAP
136,26,84,31.98,46.95,7.53,2637.14,14.01,1.36,2.66,Sandy,DAP
129,32,110,35.38,89.22,4.59,2387.86,56.97,0.46,0.22,Silt,DAP
138,53,16,35.63,76.96,7.77,2463.42,37.43,1.18,2.04,Silt,MOP
94,55,116,13.63,35.42,4.56,820.48,49.39,0.65,0.99,Silt,Compost
55,21,36,32.84,49.59,7.13,788.1,42.92,0.82,2.06,Silt,Urea
106,63,16,16.0,56.39,5.96,2057.36,35.71,0.58,2.75,Clay,MOP
120,22,17,10.37,86.08,6.95,2023.55,14.48,1.11,1.55,Silt,DAP
42,83,109,18.26,65.17,7.28,746.87,42.14,1.3,1.3,Loamy,Urea
34,77,51,18.79,34.63,5.87,2215.01,17.77,0.57,2.77,Sandy,Urea
61,80,102,34.29,60.54,4.93,1253.22,30.72,0.51,2.92,Clay,Compost
151,75,94,32.27,47.36,4.78,2683.05,41.46,1.09,0.28,Silt,Compost
48,24,35,12.54,50.32,6.86,1220.54,49.11,0.45,2.78,Clay,Urea
68,71,70,19.78,36.86,6.58,843.89,44.25,1.03,0.34,Silt,Zinc Sulphate
90,82,29,17.54,57.53,7.47,748.42,43.58,0.32,1.08,Loamy,MOP
94,33,102,27.86,70.17,6.54,2714.96,17.45,1.01,2.31,Sandy,DAP
73,79,88,26.25,75.57,6.19,2608.08,27.31,0.87,2.35,Silt,DAP
115,70,96,30.37,71.72,6.09,1392.43,12.15,0.35,2.2,Silt,NPK
123,80,88,37.32,69.63,4.61,874.02,45.97,1.04,0.21,Silt,Compost
56,89,60,22.63,82.15,5.84,996.72,57.63,0.78,0.49,Silt,Urea
154,81,83,29.68,49.94,8.4,1277.87,23.21,0.48,2.82,Sandy,Zinc Sulphate
43,12,11,37.55,42.88,7.99,324.17,14.38,0.66,0.34,Sandy,Urea
74,38,39,26.25,35.37,5.82,388.42,33.78,0.84,0.33,Loamy,DAP
158,30,110,19.25,39.94,6.85,2796.89,52.83,0.32,2.52,Sandy,DAP
127,63,100,22.09,38.96,7.89,2345.13,37.6,1.44,1.96,Silt,Zinc Sulphate
109,15,26,32.64,84.75,6.27,2479.15,12.34,1.07,1.12,Loamy,DAP
25,20,76,31.6,40.83,4.57,1540.2,58.71,0.33,0.58,Loamy,Urea
50,79,81,32.45,35.64,4.8,1221.94,51.43,1.27,2.66,Loamy,Urea
126,36,52,32.3,54.02,6.54,457.52,16.58,0.62,2.97,Silt,DAP
31,86,110,37.61,40.18,8.38,1762.64,56.09,0.98,0.24,Clay,Urea
89,69,58,32.92,37.83,7.27,2281.4,32.53,0.56,1.71,Silt,Zinc Sulphate
49,82,13,35.66,51.74,4.78,748.55,28.59,1.15,0.86,Sandy,Urea
138,81,97,27.21,85.16,5.26,1289.65,33.05,1.14,2.51,Sandy,Compost
145,36,38,29.33,31.83,7.59,2796.48,51.73,0.92,1.1,Silt,DAP
74,41,81,39.03,42.46,7.87,2562.5,42.97,0.51,2.17,Silt,Zinc Sulphate
58,42,43,36.11,79.45,6.97,2435.22,12.96,0.53,1.66,Loamy,Urea
101,14,18,33.32,44.71,7.08,310.42,57.88,0.7,1.67,Silt,DAP
25,18,67,30.57,56.47,4.61,663.62,17.39,0.39,2.59,Loamy,Urea
27,22,90,20.76,35.91,7.81,1056.91,47.28,0.64,1.46,Sandy,Urea
74,15,83,26.44,77.71,7.65,1050.2,41.81,1.09,2.55,Loamy,DAP
124,83,33,11.65,74.19,5.54,561.09,19.38,1.28,1.15,Silt,MOP
35,45,65,22.49,37.68,7.33,1010.45,18.54,0.63,0.61,Sandy,Urea
139,59,118,13.36,86.88,5.36,1398.8,53.52,0.5,1.42,Clay,Compost
149,70,95,31.86,65.44,4.66,338.05,30.98,1.28,1.55,Loamy,Compost
83,57,90,36.77,77.89,5.3,1328.9,42.73,1.36,1.49,Sandy,Compost
30,20,104,15.22,75.83,5.21,1590.29,35.2,0.73,2.44,Loamy,Urea
107,26,117,17.37,61.14,5.85,314.62,46.37,0.23,1.74,Sandy,DAP
23,11,70,35.71,74.85,6.17,2087.76,33.96,1.1,2.68,Sandy,Urea
150,16,82,27.57,44.27,6.53,423.39,24.37,1.22,1.59,Loamy,DAP
34,66,88,27.65,31.28,6.41,2014.19,28.17,0.22,0.75,Clay,Urea
123,40,72,26.89,50.52,5.58,2983.43,52.95,0.97,0.48,Sandy,MOP
87,68,51,16.55,39.15,4.62,369.75,33.4,0.96,2.62,Sandy,Compost
100,55,103,17.3,88.86,6.92,962.1,20.67,0.69,0.26,Sandy,Zinc Sulphate
28,88,26,38.49,85.42,6.08,562.13,56.73,1.17,0.44,Clay,Urea
44,16,80,31.7,38.65,5.69,1233.85,49.83,0.76,0.28,Clay,Urea
84,23,119,12.71,50.64,7.97,2538.73,12.78,1.08,1.33,Silt,DAP
123,18,118,16.69,60.56,7.49,2802.45,59.95,0.87,1.64,Loamy,DAP
85,18,99,28.81,53.92,7.93,2551.22,44.75,0.52,0.16,Clay,DAP
52,11,75,18.5,72.0,6.48,2134.99,18.01,0.99,1.6,Loamy,Urea
41,25,57,17.55,60.21,5.02,2208.21,21.86,1.16,1.24,Silt,Urea
61,11,102,16.07,63.92,7.28,537.33,44.62,1.47,2.34,Loamy,DAP
30,88,79,15.57,70.66,5.32,896.37,48.99,0.69,2.51,Clay,Urea
61,79,42,28.4,31.42,6.26,1218.91,21.95,0.28,2.09,Loamy,Compost
97,32,47,37.18,30.75,4.76,340.39,22.85,1.48,1.47,Clay,DAP
123,37,10,20.83,40.69,7.8,2500.61,25.36,1.01,0.73,Loamy,DAP
41,52,64,13.65,73.1,5.0,915.9,39.9,1.43,2.56,Clay,Urea
156,72,64,13.73,44.43,8.11,346.41,18.59,0.33,1.09,Clay,Zinc Sulphate
76,26,19,38.01,85.21,7.96,404.64,15.21,0.64,1.13,Loamy,DAP
102,45,64,25.86,34.71,6.36,2914.58,43.94,0.37,2.76,Silt,NPK
50,28,104,23.99,64.79,7.48,2753.56,48.95,1.29,2.93,Sandy,Urea
37,14,33,36.72,31.53,6.98,2884.48,35.05,1.34,2.7,Silt,Urea
159,32,81,25.21,88.32,7.71,2878.78,28.19,0.85,2.99,Loamy,DAP
141,28,37,24.42,42.82,6.23,2438.42,31.6,0.44,2.62,Silt,DAP
120,10,101,37.8,65.26,7.64,972.71,29.42,0.37,2.14,Clay,DAP
148,36,117,24.23,87.18,6.35,1109.35,58.0,0.96,0.95,Sandy,DAP
117,52,60,21.73,31.82,8.26,1325.6,48.4,0.86,2.86,Loamy,Zinc Sulphate
154,34,55,27.45,60.76,6.45,2398.01,20.4,1.1,2.64,Loamy,DAP
149,63,81,39.32,61.6,6.35,2794.97,29.21,0.6,0.8,Loamy,MOP
140,15,38,38.91,51.09,7.64,1432.87,37.2,0.72,1.52,Sandy,DAP
105,85,28,33.27,69.27,7.79,1044.14,40.65,0.23,0.3,Clay,MOP
23,34,102,24.98,62.55,6.72,879.97,33.41,0.99,2.86,Loamy,Urea
28,83,88,36.44,44.95,5.22,918.11,50.51,0.75,1.76,Silt,Urea
35,55,104,22.58,72.32,6.37,219.28,48.38,1.4,0.81,Loamy,Urea
70,68,14,29.2,57.97,8.37,855.57,35.26,1.03,0.95,Loamy,MOP
71,64,58,15.38,58.22,7.51,1025.77,52.72,0.72,2.94,Loamy,DAP
156,33,101,29.84,87.12,7.74,2371.65,47.55,0.54,1.89,Loamy,DAP
102,84,64,18.28,62.1,4.63,1735.88,48.93,1.38,1.32,Clay,Compost
153,33,55,33.15,77.08,6.37,1127.07,57.82,0.22,1.55,Silt,DAP
63,12,24,22.42,82.04,7.09,1871.81,23.32,0.62,0.39,Clay,DAP
136,49,81,21.95,64.84,7.82,2407.28,23.38,1.43,0.32,Silt,Zinc Sulphate
153,29,109,32.4,77.18,4.7,1908.13,54.45,1.05,1.82,Loamy,DAP
24,78,105,22.76,48.57,7.91,396.68,48.61,0.89,1.58,Sandy,Urea
46,86,48,31.42,40.92,6.69,874.81,56.33,0.46,1.14,Clay,Urea
133,79,112,35.65,71.73,5.29,1000.42,13.16,1.28,1.74,Sandy,Compost
64,75,31,14.11,85.57,5.77,1216.21,41.39,0.47,0.31,Clay,MOP
109,78,71,24.37,32.55,5.63,268.95,17.23,0.52,2.84,Loamy,Urea
47,88,78,38.35,75.78,6.62,2284.05,35.19,0.45,0.95,Clay,Urea
51,17,83,34.37,31.7,4.71,1517.02,17.79,0.41,0.31,Loamy,Urea
72,64,40,39.21,57.52,5.13,2710.43,16.4,1.44,0.59,Clay,Compost
90,46,46,35.81,70.63,7.75,1649.51,10.61,0.98,0.38,Loamy,MOP
49,82,32,19.31,54.32,5.03,2966.86,41.51,1.03,0.62,Loamy,Urea
72,81,105,15.37,48.06,5.43,2161.94,27.95,1.44,1.31,Silt,Compost
159,23,97,16.32,41.21,6.31,2683.23,15.26,0.5,2.24,Loamy,DAP
28,57,13,16.51,88.67,6.57,2925.19,26.14,0.21,0.89,Silt,Urea
86,76,52,12.27,64.22,7.55,1520.92,18.45,0.98,1.36,Loamy,NPK
133,41,47,37.2,37.67,6.29,1972.72,57.08,0.86,2.79,Sandy,Compost
102,45,24,25.08,32.89,7.66,2759.3,26.0,0.82,0.96,Loamy,MOP
120,14,20,13.04,44.6,6.97,1810.84,26.7,0.28,2.4,Sandy,DAP
29,88,34,32.88,62.32,4.95,347.82,51.99,0.79,0.56,Sandy,Urea
99,27,35,19.77,75.12,5.13,2151.56,42.39,0.57,0.62,Loamy,DAP
43,20,48,12.13,88.86,6.25,2820.06,45.51,0.56,1.42,Sandy,Urea
44,83,65,15.69,80.04,6.09,2387.27,41.8,0.49,0.78,Silt,Urea
109,13,60,29.73,66.72,7.47,2415.53,57.31,0.63,2.72,Clay,DAP
148,29,110,33.82,69.99,6.82,421.91,20.35,0.66,0.25,Loamy,DAP
72,14,109,17.61,61.32,6.05,2264.68,59.45,0.6,1.83,Sandy,DAP
126,72,42,27.31,56.07,5.18,290.31,51.55,1.47,1.85,Loamy,Compost
43,63,117,10.03,77.08,5.41,2805.86,39.45,1.41,0.29,Silt,Urea
46,74,29,18.35,40.64,6.8,2760.05,43.12,0.95,2.22,Loamy,Urea
126,86,61,15.45,50.04,6.19,2944.78,42.44,1.48,1.46,Loamy,Zinc Sulphate
107,22,43,12.3,88.72,6.56,1048.95,12.92,1.49,2.2,Sandy,DAP
143,88,54,24.52,64.3,5.18,1712.77,20.9,0.66,2.5,Silt,Compost
58,82,85,28.93,59.91,7.15,1820.53,58.07,0.78,1.04,Clay,Urea
96,12,109,11.39,81.05,7.91,1758.83,36.72,1.45,1.51,Clay,DAP
103,11,13,14.14,75.72,5.53,1354.07,28.92,0.99,0.86,Sandy,DAP
121,21,22,37.97,49.56,6.47,2963.32,48.1,0.48,0.68,Loamy,DAP
95,65,68,16.69,67.56,8.4,2682.74,36.23,1.1,0.1,Sandy,Zinc Sulphate
24,67,76,32.8,41.12,5.83,1908.98,10.66,0.47,2.89,Sandy,Urea
100,61,62,32.43,33.18,6.88,2013.67,46.81,0.64,1.38,Sandy,NPK
157,24,26,19.65,89.39,4.86,2199.9,46.61,0.5,0.14,Loamy,DAP
35,10,80,16.12,74.23,6.92,1890.35,18.26,0.52,0.13,Silt,Urea
48,81,54,17.32,85.85,4.86,2181.06,57.83,0.21,0.94,Sandy,Urea
137,80,56,26.98,79.91,8.34,2486.19,21.2,1.34,0.14,Loamy,Zinc Sulphate
136,54,87,21.43,55.68,7.36,2938.06,32.89,0.58,1.19,Silt,Compost
55,25,105,24.87,81.69,7.65,2577.39,15.74,0.31,0.28,Sandy,Urea
123,26,35,34.35,77.2,7.32,562.19,40.16,0.31,0.21,Clay,DAP
64,39,40,25.07,45.5,6.86,1729.92,28.77,0.92,2.04,Silt,DAP
122,46,40,39.86,67.38,6.3,1969.34,27.66,1.49,2.73,Sandy,Compost
28,27,89,29.98,48.3,7.93,944.06,51.35,0.39,1.29,Silt,Urea
24,85,69,16.22,44.04,8.33,1531.46,10.48,0.33,2.53,Silt,Urea
98,20,10,24.99,34.9,6.5,2811.54,49.9,0.77,0.18,Silt,DAP
92,69,55,34.4,62.59,8.23,925.15,38.57,0.93,2.36,Silt,Zinc Sulphate
108,68,43,16.55,53.55,6.83,1088.4,59.3,0.58,0.28,Silt,SSP
47,79,99,31.88,35.28,6.65,2743.21,39.47,0.59,2.53,Silt,Urea
46,35,63,11.0,73.1,6.32,464.22,12.77,0.75,2.66,Sandy,Urea
129,89,68,38.28,73.38,5.34,2664.47,12.53,0.61,2.38,Clay,Compost
134,47,103,29.9,44.12,4.51,1050.7,54.16,1.39,2.48,Loamy,Compost
141,18,50,14.88,87.35,5.47,1595.62,52.06,0.25,1.73,Silt,DAP
116,82,60,36.23,76.67,6.54,1999.98,27.29,0.5,0.87,Loamy,NPK
155,55,14,12.45,78.32,6.02,2010.06,40.9,1.25,1.97,Sandy,MOP
151,53,97,22.18,30.22,6.29,2943.95,34.48,1.28,1.37,Silt,Zinc Sulphate
131,51,19,32.11,88.71,8.42,297.37,58.36,0.35,0.12,Clay,MOP
126,82,47,38.12,89.42,5.9,2170.68,57.5,1.47,1.48,Loamy,MOP
155,78,44,20.46,60.43,6.31,2567.73,59.19,1.1,1.99,Silt,NPK
64,32,75,34.92,89.1,5.03,1847.32,53.32,0.55,0.14,Sandy,DAP
129,43,102,15.9,66.73,4.69,2932.03,55.48,0.79,1.9,Clay,Compost
65,31,28,11.05,38.04,7.6,1369.46,20.86,0.59,1.99,Loamy,DAP
112,78,47,10.86,78.85,6.78,2299.61,51.55,0.4,0.56,Loamy,Compost
35,74,62,29.75,63.49,7.54,2121.83,45.44,0.58,1.35,Silt,Urea
157,35,115,14.63,50.54,5.1,287.82,58.14,0.95,2.9,Clay,DAP
87,64,59,11.51,44.17,6.79,1747.81,38.56,1.27,2.66,Clay,Urea
69,24,87,39.3,61.13,5.51,930.57,14.26,0.67,1.29,Clay,DAP
87,75,101,17.26,71.51,5.41,1680.5,39.87,0.65,1.11,Clay,Compost
21,62,43,23.88,82.62,4.55,2675.41,44.33,0.81,0.46,Sandy,Urea
94,88,13,28.39,65.92,5.02,1964.35,21.02,1.04,0.2,Clay,MOP
94,20,70,14.33,54.92,5.74,1862.89,29.71,1.18,0.96,Loamy,DAP
148,67,98,20.72,67.93,4.97,2082.83,39.93,0.62,2.83,Loamy,Compost
116,51,79,29.43,59.82,8.44,1679.29,28.71,0.96,2.88,Sandy,Zinc Sulphate
128,78,101,29.19,69.12,5.73,1453.81,28.75,0.71,2.46,Loamy,MOP
136,42,111,35.26,66.54,5.02,1248.42,16.65,1.13,1.12,Loamy,Compost
36,53,18,23.12,88.72,5.3,2160.21,57.04,0.41,0.52,Clay,Urea
90,16,61,36.69,67.33,6.85,2372.05,47.52,0.53,1.83,Loamy,DAP
70,88,91,30.47,71.46,4.76,1385.07,10.06,0.75,1.97,Sandy,Compost
28,61,40,26.86,83.54,7.95,322.44,48.28,1.36,1.33,Clay,Urea
83,22,95,13.51,84.78,8.35,1720.81,46.99,0.95,2.11,Silt,DAP
104,41,77,27.24,38.45,5.49,1806.17,10.49,1.46,2.27,Clay,Compost
112,48,42,27.84,57.23,6.3,1541.2,28.48,0.33,2.37,Sandy,NPK
61,87,109,32.76,86.57,4.59,1207.8,40.34,0.8,1.56,Clay,Compost
136,72,68,31.57,87.59,7.06,2708.57,32.64,0.74,2.4,Clay,Urea
89,29,44,25.9,41.4,6.16,1547.13,48.9,0.98,0.17,Sandy,DAP
108,25,22,27.78,56.62,5.58,2437.11,31.27,1.26,2.07,Clay,DAP
54,39,88,33.17,46.72,5.33,1985.64,17.69,1.29,0.78,Sandy,Urea
36,28,70,20.54,77.44,7.12,2403.76,58.82,1.07,0.88,Sandy,Urea
63,83,106,14.05,81.13,6.16,2657.47,22.1,1.03,0.36,Silt,NPK
123,81,101,36.23,58.15,5.22,881.35,45.88,1.43,0.66,Loamy,Compost
108,87,57,38.95,70.54,7.26,2520.29,17.16,0.7,2.98,Loamy,Urea
126,84,107,22.88,82.2,6.76,2219.09,26.45,1.28,1.3,Clay,NPK
137,39,47,39.71,72.57,7.93,1771.0,32.1,1.4,2.79,Clay,DAP
63,43,74,19.68,39.39,4.97,1725.9,19.61,0.84,0.57,Silt,Compost
68,48,63,12.0,72.72,7.64,1071.98,32.5,1.15,0.69,Silt,NPK
79,58,40,27.17,39.54,7.19,1713.78,17.86,0.69,1.72,Silt,NPK
21,14,58,36.05,69.22,4.96,1276.18,37.95,0.41,1.11,Sandy,Urea
84,52,90,28.52,50.01,7.28,2688.67,43.19,0.96,1.97,Silt,NPK
133,56,31,10.28,33.39,6.27,1829.81,13.12,0.46,1.32,Silt,MOP
22,68,105,10.35,43.59,8.28,1037.28,53.56,0.79,2.45,Clay,Urea
112,78,38,31.73,58.1,5.07,604.25,19.26,1.33,1.35,Silt,MOP
34,26,74,35.36,89.64,7.07,2143.16,21.27,0.31,1.76,Sandy,Urea
56,28,57,17.59,45.34,6.03,2061.2,43.07,0.24,1.03,Sandy,Urea
157,55,101,24.1,88.73,8.33,1208.15,33.44,0.99,2.14,Clay,Zinc Sulphate
28,65,114,38.83,51.85,5.82,654.08,34.97,0.63,2.0,Silt,Urea
69,35,75,23.82,87.6,8.35,2205.3,16.41,0.74,1.25,Silt,DAP
65,75,34,14.07,87.37,8.11,957.11,50.29,0.73,0.9,Sandy,MOP
125,23,30,37.35,38.57,5.58,2613.63,40.85,0.31,1.88,Silt,DAP
100,61,110,24.86,79.72,7.71,2233.44,16.77,0.2,2.84,Silt,Compost
66,13,35,20.33,61.04,8.48,2698.7,28.7,1.37,0.48,Silt,DAP
37,12,113,12.92,71.17,5.51,2956.86,50.52,0.48,2.42,Loamy,Urea
132,88,10,23.75,76.56,6.25,1154.84,38.42,0.75,1.67,Clay,MOP
70,31,41,33.09,37.47,6.58,1611.38,15.43,1.46,1.62,Loamy,DAP
128,59,82,31.52,77.94,5.68,1330.57,28.64,1.27,2.89,Clay,Urea
108,73,55,24.9,48.17,4.56,417.26,22.13,0.34,1.86,Sandy,Compost
35,19,14,31.59,73.94,5.38,1333.92,35.87,0.86,2.51,Silt,Urea
107,65,49,20.52,64.42,5.63,1442.63,52.17,1.15,1.59,Clay,NPK
31,25,26,32.06,71.08,6.27,685.51,31.81,1.11,0.82,Loamy,Urea
118,46,62,12.57,67.37,5.18,2673.28,31.67,1.19,2.11,Silt,Compost
78,64,102,15.98,78.63,7.99,1018.82,55.27,0.79,2.78,Sandy,Zinc Sulphate
92,31,117,36.33,83.67,7.32,2324.03,38.81,0.43,2.54,Clay,DAP
131,41,92,18.81,56.95,4.84,413.56,38.31,0.8,0.68,Clay,Compost
51,53,113,16.18,53.53,7.1,284.25,23.1,1.04,1.02,Clay,Urea
41,82,38,12.67,44.53,7.11,2987.36,40.39,0.99,1.6,Silt,Urea
117,61,85,21.79,78.83,8.32,544.45,38.8,0.29,1.76,Loamy,Zinc Sulphate
102,42,17,12.01,88.02,4.51,2344.41,29.84,0.28,0.66,Loamy,MOP
31,11,116,24.91,41.72,5.49,1892.65,59.53,1.45,0.77,Clay,Urea
24,23,52,37.58,57.47,8.21,1468.27,54.09,0.4,2.3,Sandy,Urea
45,70,104,33.61,76.22,8.23,303.38,47.48,0.58,2.22,Sandy,Urea
135,74,24,11.22,68.16,7.38,1120.16,36.87,1.2,2.53,Loamy,MOP
110,39,43,18.99,78.9,7.56,2720.25,33.1,0.73,2.81,Sandy,DAP
39,36,99,15.63,30.97,4.87,2734.43,19.24,0.44,0.99,Loamy,Urea
155,73,44,12.01,84.68,6.56,1879.16,25.29,0.81,2.59,Clay,NPK
99,42,102,13.26,33.68,5.43,1809.09,48.7,0.94,2.03,Loamy,Compost
77,62,42,37.24,56.73,5.22,1391.68,32.69,0.79,2.88,Loamy,Compost
24,89,106,19.3,46.55,7.74,2371.58,54.11,1.39,0.89,Clay,Urea
42,19,109,21.77,85.69,5.04,2672.25,17.4,0.57,0.88,Sandy,Urea
159,36,30,24.57,46.51,6.37,2237.02,35.42,1.06,2.14,Loamy,DAP
23,46,103,32.35,52.4,8.25,1670.8,42.35,0.35,2.79,Loamy,Urea
56,11,28,33.95,83.3,5.24,1976.86,35.84,0.71,2.49,Clay,Urea
94,52,105,38.91,62.24,8.41,815.27,54.46,1.16,2.21,Sandy,Zinc Sulphate
123,28,10,16.32,83.89,8.48,2975.44,59.48,0.49,1.22,Loamy,DAP
136,20,60,19.03,69.66,6.72,2820.43,15.79,0.97,2.18,Clay,DAP
156,61,42,19.39,34.75,5.18,2878.58,16.5,0.4,2.42,Loamy,Compost
45,41,35,23.36,56.09,5.76,667.17,16.52,0.33,2.28,Silt,Urea
46,89,51,34.22,40.58,6.2,2027.79,44.06,0.88,2.06,Clay,Urea
108,38,63,17.18,33.91,5.74,2037.76,28.63,1.08,0.24,Sandy,DAP
101,45,54,33.49,52.43,5.62,1194.27,46.67,0.35,2.01,Sandy,NPK
149,56,36,16.12,84.51,8.39,2622.5,30.27,1.39,1.49,Sandy,MOP
146,52,60,31.3,37.06,5.11,2390.56,41.38,0.49,2.89,Sandy,Compost
122,61,37,33.97,30.41,7.43,2214.93,48.49,0.36,1.86,Loamy,MOP
112,62,93,35.61,86.11,4.5,280.89,37.41,0.46,1.86,Loamy,Compost
65,77,17,25.31,61.81,6.88,2973.58,36.98,0.42,2.98,Sandy,MOP
89,14,99,19.86,63.51,8.16,2211.44,14.41,0.32,0.37,Sandy,DAP
107,57,40,33.17,85.71,5.65,2914.44,30.54,1.24,0.9,Sandy,NPK
123,33,14,19.63,72.01,5.24,442.98,37.29,0.84,2.0,Loamy,DAP
83,10,20,14.44,79.61,7.11,2144.18,33.1,0.71,1.01,Sandy,DAP
71,11,94,35.04,76.23,7.35,2285.47,55.04,1.44,1.1,Sandy,DAP
145,19,81,22.34,66.71,7.25,381.08,55.33,0.68,2.69,Silt,DAP
113,72,35,27.13,71.3,5.78,380.55,51.1,0.42,1.78,Silt,MOP
147,68,69,37.55,63.64,5.51,2334.35,28.76,0.56,0.4,Sandy,Compost
43,15,55,14.07,51.32,8.32,2433.5,45.86,0.51,1.0,Clay,Urea
144,57,21,26.72,47.12,8.19,2748.5,29.76,0.85,0.32,Sandy,MOP
120,45,116,26.76,40.56,6.33,2361.71,21.63,0.58,1.71,Silt,NPK
70,57,22,35.86,51.24,7.88,873.04,27.15,0.87,0.6,Clay,MOP
21,38,83,20.24,64.61,6.31,2912.37,13.55,1.07,2.59,Clay,Urea
124,50,102,22.04,65.25,6.2,948.27,26.59,1.21,1.77,Sandy,DAP
88,82,17,25.58,71.01,5.13,2236.2,33.04,1.12,0.27,Silt,MOP
54,41,51,15.02,82.77,6.21,1682.25,57.77,0.47,0.97,Silt,Urea
102,14,111,24.12,69.11,6.65,542.46,25.67,0.35,1.89,Clay,DAP
99,26,74,23.08,40.25,4.59,2795.96,55.12,0.91,1.07,Sandy,DAP
50,33,18,15.92,31.54,6.28,1846.19,21.44,0.46,1.59,Loamy,Urea
68,15,13,34.99,41.81,7.63,457.09,19.55,0.31,2.74,Loamy,DAP
77,37,106,22.93,84.49,7.22,1273.4,35.95,0.89,1.12,Silt,DAP
69,29,64,19.18,64.06,7.04,2341.99,43.63,0.62,1.07,Loamy,DAP
97,89,115,13.91,80.92,8.14,1931.58,12.22,1.18,2.48,Silt,Zinc Sulphate
83,28,94,12.69,44.06,4.57,825.79,21.05,0.61,1.02,Silt,DAP
71,17,80,38.81,72.59,6.73,1794.38,32.78,1.47,0.33,Silt,DAP
59,27,64,39.85,73.9,7.65,1064.82,26.55,1.19,0.62,Loamy,Urea
124,46,105,36.94,78.57,6.67,1676.35,45.63,0.28,2.85,Silt,MOP
73,70,66,23.76,62.13,5.8,1090.31,35.56,0.86,2.81,Clay,NPK
133,54,66,34.24,77.61,5.05,1589.58,18.02,0.93,0.75,Sandy,Compost
116,47,48,35.03,86.13,8.05,2558.06,54.72,1.1,1.71,Sandy,Zinc Sulphate
151,11,37,18.99,87.44,6.38,793.65,24.65,0.85,0.5,Silt,DAP
75,64,35,27.58,37.53,8.01,205.01,46.56,0.83,2.06,Sandy,MOP
49,24,110,38.7,67.46,6.84,633.99,49.0,0.68,0.64,Loamy,Urea
127,68,107,18.4,36.81,7.2,2557.2,58.16,0.55,0.24,Loamy,NPK
145,84,82,29.89,85.36,7.72,1362.16,34.93,1.43,2.49,Sandy,DAP
123,14,79,29.88,87.32,7.14,2271.33,40.79,0.61,1.04,Loamy,DAP
146,29,31,23.58,59.98,6.09,286.13,26.74,0.28,0.41,Sandy,DAP
106,21,82,24.71,87.59,6.55,609.77,43.91,0.42,2.52,Sandy,DAP
52,66,54,23.69,75.97,7.71,1793.06,33.17,1.31,2.31,Sandy,Urea
97,77,24,25.63,71.76,5.99,2216.85,31.88,0.96,2.08,Silt,MOP
55,28,74,14.46,64.85,6.05,2406.08,52.77,1.21,2.74,Sandy,Urea
37,36,105,33.84,54.41,4.88,2000.44,12.51,1.25,1.52,Silt,Urea
138,62,27,29.83,87.83,8.16,2318.71,54.1,1.27,0.47,Sandy,MOP
70,51,20,39.21,41.82,4.86,664.11,52.6,0.92,0.28,Sandy,MOP
29,54,108,17.37,78.15,7.09,2042.89,35.32,0.43,1.02,Sandy,Urea
58,87,106,14.38,52.05,6.15,1390.82,34.51,0.39,0.35,Loamy,Urea
68,77,13,20.28,75.19,6.12,2761.64,28.09,0.95,1.65,Silt,MOP
77,77,43,25.29,39.82,7.22,1922.8,59.71,0.68,0.14,Silt,NPK
95,33,57,16.15,52.4,4.77,1716.67,15.56,0.93,1.39,Sandy,DAP
121,45,92,23.82,86.77,6.87,1819.13,39.51,0.85,0.62,Sandy,Urea
154,84,57,29.28,63.44,7.59,2527.69,44.08,0.98,1.17,Loamy,Compost
64,14,85,11.69,59.47,7.81,231.57,56.72,0.24,2.06,Loamy,DAP
129,36,49,32.74,75.13,5.18,2608.75,49.01,0.24,1.12,Loamy,DAP
108,46,68,38.19,55.02,8.09,281.72,42.19,1.14,1.09,Silt,Zinc Sulphate
74,36,109,18.05,59.58,7.12,1831.45,15.84,0.45,2.97,Silt,DAP
143,85,57,33.29,63.64,8.03,1607.26,28.69,1.05,2.18,Silt,Zinc Sulphate
128,56,50,22.54,89.4,6.44,1236.99,16.94,0.91,1.59,Sandy,Zinc Sulphate
30,73,31,29.93,78.32,6.67,560.42,54.06,1.48,1.78,Silt,Urea
150,15,73,32.29,32.39,8.18,547.4,47.48,1.29,1.9,Clay,DAP
110,85,85,18.85,77.02,8.1,2278.04,47.88,0.74,0.17,Clay,Zinc Sulphate
154,65,58,33.62,60.18,6.29,517.79,42.61,1.0,0.33,Loamy,Zinc Sulphate
138,23,64,13.15,43.84,5.6,2124.31,35.35,0.35,1.98,Silt,DAP
53,31,101,39.6,81.21,6.07,2972.86,17.5,0.7,1.16,Clay,Urea
30,64,24,20.11,46.23,6.05,2109.29,26.48,1.15,0.26,Loamy,Urea
24,84,13,16.71,49.22,5.65,410.59,16.85,1.01,0.96,Silt,Urea
90,61,17,14.16,33.78,5.57,1717.77,46.25,0.83,0.48,Sandy,MOP
24,65,104,34.37,88.66,7.94,2536.43,18.01,0.43,2.76,Clay,Urea
152,86,69,27.58,77.72,4.78,2872.91,45.11,1.24,0.69,Sandy,Compost
46,15,99,38.55,38.89,7.21,2237.44,44.61,0.56,0.52,Silt,Urea
